"idx_condition","idx_trial","T_fm","T_fu","T_rm","T_ru","R_fm","R_fu","R_rm","R_ru","f_halt","r_halt","n_items"
44,815,1,1,2,1,2,1,2,1,1,3,8
45,815,1,1,1,1,2,1,2,1,2,4,8
46,815,1,1,2,1,3,1,2,1,2,4,8
47,815,1,1,1,1,1,1,2,1,1,4,8
48,815,1,1,2,2,3,2,2,2,1,4,8
49,815,1,1,1,1,1,1,1,1,2,4,8
50,815,1,1,2,1,2,1,2,1,2,3,8
51,815,1,1,2,1,2,1,2,1,1,5,8
52,815,1,1,2,2,2,1,2,2,1,3,8
1,816,4,0,4,0,4,0,2,0,4,4,8
2,816,0,0,0,0,0,0,0,0,4,5,8
3,816,0,0,0,0,0,0,0,0,3,4,8
4,816,0,0,0,0,0,0,0,0,4,4,8
5,816,1,1,1,1,1,1,1,1,2,5,8
6,816,1,1,1,1,1,1,1,1,1,4,8
7,816,4,1,5,1,-1,1,-1,1,4,5,8
8,816,2,1,2,1,2,1,1,1,4,4,8
9,816,1,1,1,1,2,1,4,1,1,4,8
10,816,1,1,1,1,1,1,1,1,1,4,8
11,816,2,1,3,1,4,1,2,1,3,4,8
12,816,1,1,2,1,2,1,1,1,3,4,8
13,816,1,1,1,1,1,1,1,1,2,4,8
14,816,1,1,1,1,1,1,1,1,1,5,8
15,816,2,1,2,1,2,1,2,1,3,4,8
16,816,1,1,1,1,1,1,1,1,3,4,8
17,816,1,1,1,1,2,1,1,1,1,4,8
18,816,1,1,1,1,1,1,1,1,1,4,8
19,816,1,1,1,1,1,1,1,1,3,4,8
20,816,1,1,1,1,-1,1,1,1,3,4,8
21,816,2,2,2,2,2,2,2,2,2,5,8
22,816,2,2,2,2,2,2,2,2,2,3,8
23,816,2,2,2,2,2,2,2,2,2,5,8
24,816,2,2,2,2,2,2,2,2,2,4,8
25,816,2,1,5,2,3,1,3,2,3,5,8
26,816,2,1,2,2,2,2,3,2,2,4,8
27,816,1,1,4,2,4,2,3,2,2,5,8
28,816,2,2,2,2,2,2,2,2,2,4,8
29,816,1,1,5,1,-1,1,-1,1,3,5,8
30,816,1,1,1,1,1,1,2,1,2,4,8
31,816,1,1,1,1,2,1,2,1,1,5,8
32,816,1,1,2,1,3,2,3,2,1,4,8
33,816,2,2,2,2,2,2,2,2,3,4,8
34,816,2,2,2,2,2,2,2,2,2,3,8
35,816,2,2,2,2,2,2,2,2,2,4,8
36,816,2,2,2,2,2,2,2,2,2,3,8
37,816,2,1,2,1,2,2,2,1,2,4,8
38,816,2,2,2,2,2,2,2,2,2,4,8
39,816,2,2,2,2,2,2,2,2,2,4,8
40,816,2,2,2,2,2,2,2,2,2,4,8
41,816,1,1,1,1,1,1,1,1,2,4,8
42,816,1,1,1,1,2,1,2,1,2,4,8
43,816,1,1,2,1,2,2,2,2,2,4,8
44,816,1,1,2,2,2,2,2,2,1,4,8
45,816,1,1,1,1,1,1,1,1,2,5,8
46,816,1,1,2,1,3,1,2,2,2,3,8
47,816,1,1,1,1,1,1,4,1,1,5,8
